SpecialAttributeID,AttributeLevel,FeatureExtractionProbability,WhetherTheInfluenceLevelLimit,SimpleDescription,ShortKnifeType07,LongKnifeType08,DaggerTypes09,SwordType10,BowType11,CrossbowType12,ArrowTypes13,VectorType14,LongRodType15,TheWandType16,ScepterType17,LongGeType18,SpearType19,SocialType20,HatchetType21,ShortGeType22,ShortStickType23,ShortHammerType24,HelmetType25,ArmorType26,ShieldType27,BootsType28,NecklaceType29,RingType30,WristType31,BeltType32,AttributeID,IfPer,ModifiedValue1MIN,ModifiedValue1MAX,ModifiedValue2MIN,ModifiedValue2MAX,ModifiedValue3MIN,ModifiedValue3MAX,ModifiedValue4MIN,ModifiedValue4MAX,ModifiedValue5MIN,ModifiedValue5MAX,ModifiedValue6MIN,ModifiedValue6MAX,ModifiedValue7MIN,ModifiedValue7MAX,ModifiedValue8MIN,ModifiedValue8MAX,ModifiedValue9MIN,ModifiedValue9MAX,PriceCorrectionRate,SubAttribute1,SubAttribute2,SubAttribute3,SubAttribute4,SubAttribute5,GemType0,TypeOfWood1,OreTypes2,AnimalBoneType3,SkinType4,AnimalTendonType5,MitreTypes33,RobeType34,WhetherTheGoldProperty
Tmdp1_400,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,0,12,24,25,46,47,68,69,90,91,112,113,134,135,156,157,178,179,200,30,,,,,,,,,,,,,,
Tmdp1_300,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,0,9,18,19,35,36,51,52,68,69,84,85,101,102,117,118,134,135,150,30,,,,,,,,,,,,,,
Tmdp1_200,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,0,6,12,13,23,24,34,35,45,46,56,57,67,68,78,79,89,90,100,30,,,,,,,,,,,,,,
Umdp2_600,1,10,,增加木系防御,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,Tmdp2_600,,,,,,,,,,,,,
Umdp2_400,1,50,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,Tmdp2_400,,,,,,,,,,,,,
Umdp2_300,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,Tmdp2_300,,,,,,,,,,,,,
Umdp2_200,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmdp2_200,,,,,,,,,,,,,
Tmdp2_600,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,18,36,37,70,71,102,103,136,137,168,169,202,203,234,235,268,269,300,30,,,,,,,,,,,,,,
Tmdp2_400,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,12,24,25,46,47,68,69,90,91,112,113,134,135,156,157,178,179,200,30,,,,,,,,,,,,,,
Tmdp2_300,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,9,18,19,35,36,51,52,68,69,84,85,101,102,117,118,134,135,150,30,,,,,,,,,,,,,,
Tmdp2_200,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,6,12,13,23,24,34,35,45,46,56,57,67,68,78,79,89,90,100,30,,,,,,,,,,,,,,
Umdp3_600,1,10,,增加水系防御,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,Tmdp3_600,,,,,,,,,,,,,
Umdp3_400,1,50,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,Tmdp3_400,,,,,,,,,,,,,
Umdp3_300,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,Tmdp3_300,,,,,,,,,,,,,
Umdp3_200,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmdp3_200,,,,,,,,,,,,,
Tmdp3_600,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,0,18,36,37,70,71,102,103,136,137,168,169,202,203,234,235,268,269,300,30,,,,,,,,,,,,,,
Tmdp3_400,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,0,12,24,25,46,47,68,69,90,91,112,113,134,135,156,157,178,179,200,30,,,,,,,,,,,,,,
Tmdp3_300,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,0,9,18,19,35,36,51,52,68,69,84,85,101,102,117,118,134,135,150,30,,,,,,,,,,,,,,
Tmdp3_200,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,0,6,12,13,23,24,34,35,45,46,56,57,67,68,78,79,89,90,100,30,,,,,,,,,,,,,,
Umdp4_600,1,10,,增加火系防御,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,Tmdp4_600,,,,,,,,,,,,,
Umdp4_400,1,50,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,Tmdp4_400,,,,,,,,,,,,,
Umdp4_300,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,Tmdp4_300,,,,,,,,,,,,,
Umdp4_200,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmdp4_200,,,,,,,,,,,,,
Tmdp4_600,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,0,18,36,37,70,71,102,103,136,137,168,169,202,203,234,235,268,269,300,30,,,,,,,,,,,,,,
Tmdp4_400,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,0,12,24,25,46,47,68,69,90,91,112,113,134,135,156,157,178,179,200,30,,,,,,,,,,,,,,
Tmdp4_300,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,0,9,18,19,35,36,51,52,68,69,84,85,101,102,117,118,134,135,150,30,,,,,,,,,,,,,,
Tmdp4_200,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,0,6,12,13,23,24,34,35,45,46,56,57,67,68,78,79,89,90,100,30,,,,,,,,,,,,,,
Umdp5_600,1,10,,增加土系防御,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,Tmdp5_600,,,,,,,,,,,,,
Umdp5_400,1,50,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,Tmdp5_400,,,,,,,,,,,,,
Umdp5_300,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,Tmdp5_300,,,,,,,,,,,,,
Umdp5_200,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmdp5_200,,,,,,,,,,,,,
Tmdp5_600,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,0,18,36,37,70,71,102,103,136,137,168,169,202,203,234,235,268,269,300,30,,,,,,,,,,,,,,
Tmdp5_400,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,0,12,24,25,46,47,68,69,90,91,112,113,134,135,156,157,178,179,200,30,,,,,,,,,,,,,,
Tmdp5_300,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,0,9,18,19,35,36,51,52,68,69,84,85,101,102,117,118,134,135,150,30,,,,,,,,,,,,,,
Tmdp5_200,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,0,6,12,13,23,24,34,35,45,46,56,57,67,68,78,79,89,90,100,30,,,,,,,,,,,,,,
Umdp1%_100,1,30,,增加金系防御%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmdp1%_100,,,,,,,,,,,,,
Tmdp1%_100,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,1,11,20,21,30,31,40,41,50,51,60,61,70,71,80,81,90,91,100,40,,,,,,,,,,,,,,
Umdp2%_100,1,30,,增加木系防御%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmdp2%_100,,,,,,,,,,,,,
Tmdp2%_100,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,1,11,20,21,30,31,40,41,50,51,60,61,70,71,80,81,90,91,100,40,,,,,,,,,,,,,,
Umdp3%_100,1,30,,增加水系防御%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmdp3%_100,,,,,,,,,,,,,
Tmdp3%_100,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,1,11,20,21,30,31,40,41,50,51,60,61,70,71,80,81,90,91,100,40,,,,,,,,,,,,,,
Umdp4%_100,1,30,,增加火系防御%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmdp4%_100,,,,,,,,,,,,,
Tmdp4%_100,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,1,11,20,21,30,31,40,41,50,51,60,61,70,71,80,81,90,91,100,40,,,,,,,,,,,,,,
Umdp5%_100,1,30,,增加土系防御%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmdp5%_100,,,,,,,,,,,,,
Tmdp5%_100,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,1,11,20,21,30,31,40,41,50,51,60,61,70,71,80,81,90,91,100,40,,,,,,,,,,,,,,
U5mdp_600,3,20,,增加五行防御,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmdp1_600,Tmdp2_600,Tmdp3_600,Tmdp4_600,Tmdp5_600,,,,,,,,,
U5mdp_400,3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmdp1_400,Tmdp2_400,Tmdp3_400,Tmdp4_400,Tmdp5_400,,,,,,,,,
U5mdp_300,3,20,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,Tmdp1_300,Tmdp2_300,Tmdp3_300,Tmdp4_300,Tmdp5_300,,,,,,,,,
U5mdp_200,3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmdp1_200,Tmdp2_200,Tmdp3_200,Tmdp4_200,Tmdp5_200,,,,,,,,,
Umdpx1_600,1,50,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tdp_300,Tmdp1_600,,,,,,,,,,,,
Umdpx1_400,1,50,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Tdp_200,Tmdp1_400,,,,,,,,,,,1,
Umdpx1_300,1,50,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tdp_150,Tmdp1_300,,,,,,,,,,1,,
Umdpx1_200,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tdp_100,Tmdp1_200,,,,,,,,1,,,,
Umdpx2_600,1,50,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tdp_300,Tmdp2_600,,,,,,,,,,,,
Umdpx2_400,1,50,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Tdp_200,Tmdp2_400,,,,,,,,,,,1,
Umdpx2_300,1,50,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tdp_150,Tmdp2_300,,,,,,,,,,1,,
Umdpx2_200,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tdp_100,Tmdp2_200,,,,,,,,1,,,,
Umdpx3_600,1,50,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tdp_300,Tmdp3_600,,,,,,,,,,,,
Umdpx3_400,1,50,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Tdp_200,Tmdp3_400,,,,,,,,,,,1,
Umdpx3_300,1,50,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tdp_150,Tmdp3_300,,,,,,,,,,1,,
Umdpx3_200,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tdp_100,Tmdp3_200,,,,,,,,1,,,,
Umdpx4_600,1,50,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tdp_300,Tmdp4_600,,,,,,,,,,,,
Umdpx4_400,1,50,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Tdp_200,Tmdp4_400,,,,,,,,,,,1,
Umdpx4_300,1,50,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tdp_150,Tmdp4_300,,,,,,,,,,1,,
Umdpx4_200,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tdp_100,Tmdp4_200,,,,,,,,1,,,,
Umdpx5_600,1,50,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tdp_300,Tmdp5_600,,,,,,,,,,,,
Umdpx5_400,1,50,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Tdp_200,Tmdp5_400,,,,,,,,,,,1,
Umdpx5_300,1,50,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tdp_150,Tmdp5_300,,,,,,,,,,1,,
Umdpx5_200,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tdp_100,Tmdp5_200,,,,,,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高级属性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Umovespeed_50,5,150,,移动速度,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Tmovespeed_50,,,,,,,,,,,,,
Umovespeed_30,5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmovespeed_30,,,,,,,,,,1,,,
Umovespeed_20,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,Tmovespeed_20,,,,,,,,,,,,,
Tmovespeed_50,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,0,10,10,15,15,20,20,25,25,30,30,35,35,40,40,45,45,50,50,30,,,,,,,,,,,,,,
Tmovespeed_30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,0,5,5,10,10,10,10,15,15,15,15,20,20,20,20,25,25,30,30,30,,,,,,,,,,,,,,
Tmovespeed_20,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,0,5,5,5,5,10,10,10,10,10,10,15,15,15,15,15,15,20,20,40,,,,,,,,,,,,,,
Uattackspeed_60,3,50,,攻击速度,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tattackspeed_60,,,,,,,,,,,,,
Uattackspeed_50,3,50,,,1,,,1,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tattackspeed_50,,,,,,,,,,,,,
Uattackspeed_40,3,50,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tattackspeed_40,,,,,,,,,,,,,
Uattackspeed_30,3,50,,,,,,,,1,,,,1,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tattackspeed_30,,,,,,,,,,1,,,
Uattackspeed_20,3,50,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tattackspeed_20,,,,,,,,,,,,,
Uattackspeed_20a,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,Tattackspeed_20,,,,,,,,,,,,,
Tattackspeed_60,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,0,10,10,15,15,20,20,30,30,35,35,40,40,50,50,55,55,60,60,50,,,,,,,,,,,,,,
Tattackspeed_50,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,0,10,10,15,15,20,20,25,25,30,30,35,35,40,40,45,45,50,50,50,,,,,,,,,,,,,,
Tattackspeed_40,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,0,5,5,10,10,15,15,20,20,20,20,25,25,30,30,35,35,40,40,50,,,,,,,,,,,,,,
Tattackspeed_30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,0,5,5,10,10,10,10,15,15,15,15,20,20,20,20,25,25,30,30,50,,,,,,,,,,,,,,
Tattackspeed_20,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,0,5,5,5,5,5,5,10,10,10,10,10,10,15,15,15,15,20,20,80,,,,,,,,,,,,,,
Usight_3,1,40,,视野,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tsight_3,,,,,,,,,,,,,
Usight_2,1,40,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,Tsight_2,,,,,,,,1,,,1,,
Usight_1,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tsight_1,,,,,,,,,,,,,
Tsight_3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,0,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,15,,,,,,,,,,,,,,
Tsight_2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,15,,,,,,,,,,,,,,
Tsight_1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,,,,,,,,,,,,,,
Urange_2,4,10,,射程,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trange_2,,,,,,,,,,,,,
Urange_1,4,10,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trange_1,,,,,,,,,,1,,,
Trange_2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,30,,,,,,,,,,,,,,
Trange_1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,,,,,,,,,,,,,,
Uhpsteal_15,3,20,,吸取生命,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thpsteal_15,,,,,,,,,,,,,
Uhpsteal_10,3,20,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thpsteal_10,,,,,,,,,,,,,
Uhpsteal_7,3,20,,,,,,1,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thpsteal_7,,,,,,,,1,,,,,
Uhpsteal_5,3,20,,,,,,,1,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thpsteal_5,,,,,,,,,,,,,
Thpsteal_15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,0,8,8,9,9,10,10,11,11,12,12,13,14,15,16,17,18,19,20,40,,,,,,,,,,,,,,
Thpsteal_10,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,0,6,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,40,,,,,,,,,,,,,,
Thpsteal_7,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,0,4,4,4,4,5,5,5,5,6,6,7,7,8,8,9,9,10,10,40,,,,,,,,,,,,,,
Thpsteal_5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,0,3,3,3,3,4,4,4,4,5,5,5,5,6,6,6,6,7,7,40,,,,,,,,,,,,,,
Umpsteal_15,3,20,,吸取精气,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmpsteal_15,,,,,,,,,,,,,
Umpsteal_10,3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmpsteal_10,,,,,,,,,,,,,
Umpsteal_7,3,20,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmpsteal_7,,,,,,,,1,,,,,
Umpsteal_5,3,20,,,,,,1,1,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmpsteal_5,,,,,,,,,,,,,
Tmpsteal_15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,0,6,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,40,,,,,,,,,,,,,,
Tmpsteal_10,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,0,4,4,4,4,5,5,5,5,6,6,7,7,8,8,9,9,10,10,40,,,,,,,,,,,,,,
Tmpsteal_7,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,0,3,3,3,3,4,4,4,4,5,5,5,5,6,6,6,6,7,7,40,,,,,,,,,,,,,,
Tmpsteal_5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,0,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,5,5,40,,,,,,,,,,,,,,
Udeadly_100,3,5,,致命一击,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tdeadly_100,,,,,,,,,,,,,
Udeadly_50,3,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tdeadly_50,,,,,,,,,,,,,
Udeadly_30,3,5,,,,1,,,,1,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tdeadly_30,,,,,,,,,,,,,
Udeadly_20,3,5,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tdeadly_20,,,,,,,,,,,,,
Tdeadly_100,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,0,33,38,39,48,49,56,57,62,63,68,69,72,73,80,81,90,91,100,50,,,,,,,,,,,,,,
Tdeadly_70,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,0,23,27,28,34,35,39,40,43,44,48,49,51,52,57,58,63,64,70,50,,,,,,,,,,,,,,
Tdeadly_50,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,0,16,19,20,24,25,28,29,31,32,34,35,36,37,40,41,45,46,50,50,,,,,,,,,,,,,,
Tdeadly_30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,0,10,12,13,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,50,,,,,,,,,,,,,,
Tdeadly_20,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,0,7,8,9,10,11,11,12,12,13,14,15,15,16,17,18,18,19,20,50,,,,,,,,,,,,,,
Ucritical_100,3,5,,会心一击,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tcritical_100,,,,,,,,,,,,,
Ucritical_50,3,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tcritical_50,,,,,,,,,,,,,
Ucritical_30,3,5,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tcritical_30,,,,,,,,,,,,,
Ucritical_20,3,5,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tcritical_20,,,,,,,,,,,,,
Tcritical_100,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,0,33,38,39,48,49,56,57,62,63,68,69,72,73,80,81,90,91,100,50,,,,,,,,,,,,,,
Tcritical_70,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,0,23,27,28,34,35,39,40,43,44,48,49,51,52,57,58,63,64,70,50,,,,,,,,,,,,,,
Tcritical_50,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,0,16,19,20,24,25,28,29,31,32,34,35,36,37,40,41,45,46,50,50,,,,,,,,,,,,,,
Tcritical_30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,0,10,12,13,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,50,,,,,,,,,,,,,,
Tcritical_20,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,0,7,8,9,10,11,11,12,12,13,14,15,15,16,17,18,18,19,20,50,,,,,,,,,,,,,,
Uknockout_80,1,40,,击退敌人,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tknockout_80,,,,,,,,,,,,,
Uknockout_80a,1,80,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tknockout_80,,,,,,,,,,,,,
Uknockout_60,1,40,,,,1,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tknockout_60,,,,,,,1,,,,,,
Uknockout_60a,1,80,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tknockout_60,,,,,,,,,,,,,
Uknockout_40,1,40,,,,,,,1,,,,,1,1,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tknockout_40,,,,,,,,,,,,,
Uknockout_25,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,Tknockout_25,,,,,,,,,,,,,
Tknockout_80,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,0,27,32,33,38,39,44,45,50,51,56,57,62,63,68,69,74,75,80,30,,,,,,,,,,,,,,
Tknockout_60,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,0,20,24,25,28,29,33,34,37,38,42,43,46,47,51,52,55,56,60,20,,,,,,,,,,,,,,
Tknockout_40,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,0,14,16,17,19,20,22,23,25,26,28,29,31,32,34,35,37,38,40,40,,,,,,,,,,,,,,
Tknockout_25,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,0,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,40,,,,,,,,,,,,,,
Uironskin_80,3,100,,抗击打,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tironskin_80,,,,,,,,,,,,,
Uironskin_50,3,30,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,Tironskin_50,,,,,,,,,1,,,1,
Uironskin_30,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tironskin_30,,,,,,,,,,,1,,
Uironskin_20,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tironskin_20,,,,,,,,,,,,,
