级别,名称,别名,道具类型,文字介绍ID,基准价格,重量,速度(1-5),唯一,等级限制,力量限制,敏捷限制,体质限制,攻击力小,攻击力大,防御力小,防御力大,耐久度小,耐久度大,最小特性数,最大特性数,抽取特性类型1,类型1概率,抽取特性类型2,类型2概率,抽取特性类型3,类型3概率,抽取特性类型4,类型4概率,抽取特性类型5,类型5概率,道具栏图片ID,地面图片ID,游侠,力士,刺客,术士,巫师,名称ID,五行属性,五行攻击,五行攻击MAX,五行防御,五行防御MAX,相生特性,镶嵌宝石数量,相生属性出现几率,五行属性出现几率
5,短戈,22_5,22,2075,50,9,0,Y,9,120,90,,12,28,,,30,50,1,3,,,,,,,,,,,3864,weapon_sword_ancient_angel_new,RH_013_001,,,,,290,1,9,23,,,,1,0,100
6,短戈,22_6,22,2075,60,10,0,Y,11,140,105,,13,30,,,30,50,1,3,,,,,,,,,,,3865,weapon_sword_ancient_angel_new,RH_014_001,,,,,290,1,10,25,,,,1,0,100
7,短戈,22_7,22,2075,70,11,0,Y,13,160,120,,14,32,,,30,50,1,3,,,,,,,,,,,3866,weapon_sword_ancient_angel_new,RH_013_001,,,,,290,1,11,27,,,,1,0,100
8,短戈,22_8,22,2075,80,12,0,Y,15,180,135,,15,34,,,30,50,1,3,,,,,,,,,,,3867,weapon_sword_ancient_angel_new,RH_003_001,,,,,290,1,12,29,,,,1,0,100
9,短戈,22_9,22,2075,90,13,0,Y,17,200,150,,16,36,,,30,50,1,3,,,,,,,,,,,3868,weapon_sword_ancient_angel_new,RH_014_001,,,,,290,1,13,31,,,,1,0,100
1,普通木棒,putongmubang,23,1418,33,5,10,N,1,,,,6,10,,,28,40,0,5,Unique23_1a,0,Umapx2_40a,5,,,,,,,3873,weapon_sword_ancient_angel_new,,RH_002_002,,,,301,2,5,9,,,Umap2_50,1,20,60
2,虎头棒,hutoubang,23,1427,63,6,0,N,4,50,,,12,16,,,24,36,0,5,Unique23_2a,0,,,,,,,,,3874,weapon_sword_ancient_angel_new,,RH_003_002,,,,302,5,4,6,,,Uap_50,1,20,0
2,短钉棒,duandingbang,23,1419,72,6,20,N,6,60,40,,9,15,,,24,40,1,5,Unique23_2b,0,,,,,,,,,3875,weapon_sword_ancient_angel_new,,RH_004_002,,,,303,1,2,5,,,Tcritical_30,1,25,0
3,油头棒,youtoubang,23,1436,104,6,15,N,8,65,45,,4,12,,,30,42,1,6,Unique23_3a,0,Tmpmax_300,30,,,,,,,3876,weapon_sword_ancient_angel_new,,RH_002_002,,,,304,4,8,14,,,Tmpmax%_60,1,25,50
3,狼牙棒,langyabang,23,1420,130,7,0,N,11,72,72,,8,15,,,20,40,0,6,Unique23_3b,0,Tsr_200,30,,,,,,,3877,weapon_sword_ancient_angel_new,,RH_004_002,,,,305,2,10,20,,,Tdex_50,2,30,40
4,铜箍棒,tonggubang,23,1438,158,8,-10,N,14,103,,,24,32,,,26,40,1,5,Unique23_4a,0,,,,,,,,,3878,weapon_sword_ancient_angel_new,,RH_003_002,,,,306,3,4,8,,,Tstr_50,1,20,0
4,杵棒,chubang,23,1425,193,7,10,N,18,121,74,,9,20,,,24,32,1,6,Unique23_4b,0,Thpmax_100,30,,,,,,,3879,weapon_sword_ancient_angel_new,,RH_002_002,,,,307,4,9,20,,,Thpsteal_10,2,20,50
5,青铜狼牙棒,qingtonglangyabang,23,1421,225,9,-5,N,21,135,,,20,38,,,32,48,0,6,Unique23_5a,0,,,,,,,,,3880,weapon_sword_ancient_angel_new,,RH_004_002,,,,308,3,8,15,,,Tknockout_60,2,25,50
6,六棱铜棒,liulengtongbang,23,1439,336,10,-15,N,24,151,,,30,50,,,40,50,1,5,Unique23_6a,0,,,,,,,,,3881,weapon_sword_ancient_angel_new,,RH_003_002,,,,309,5,5,7,,,Tdeadly_30,1,20,0
6,小狼牙棒,xiaolangyabang,23,1423,280,5,30,N,26,80,100,,20,31,,,32,40,0,6,Unique23_6b,0,,,,,,,,,3882,weapon_sword_ancient_angel_new,,RH_004_002,,,,310,1,2,4,,,Tattackspeed_30,1,25,40
7,六棱铁棒,liulengtiebang,23,1440,340,11,20,N,29,110,110,,5,11,,,40,64,1,5,Unique23_7a,0,Umapx1_40a,10,,,,,,,3883,weapon_sword_ancient_angel_new,,RH_002_002,,,,311,1,24,42,,,Umap1%_30,1,20,100
7,镔铁狼牙棒,bintielangyabang,23,1422,374,12,-10,N,31,178,,,36,54,,,28,40,0,6,Unique23_7b,0,,,,,,,,,3884,weapon_sword_ancient_angel_new,,RH_004_002,,,,312,4,7,15,,,Uap%_30,1,25,0
8,箭头狼棒,jiantoulangbang,23,1424,527,9,0,N,36,195,100,,6,12,,,36,48,1,6,Unique23_8a,0,Tmpmax_100,30,,,,,,,3885,weapon_sword_ancient_angel_new,,RH_003_002,,,,313,5,36,54,,,Umap5%_30,1,25,100
9,情人棒,qingrenbang,23,1437,665,7,15,N,39,105,155,,3,10,,,40,56,0,6,Unique23_9a,0,Umapx2_40a,10,,,,,,,3886,weapon_sword_ancient_angel_new,,RH_002_002,,,,314,2,28,60,,,Umap2%_30,1,25,100
1,普通木棒,putongmubang1,23,1418,33,5,10,Y,1,,,,6,10,,,28,40,0,0,Unique23_1a,0,,,,,,,,,3873,weapon_sword_ancient_angel_new,,RH_002_002,,,,301,,,,,,,1,0,0
3,油头棒,youtoubang1,23,1436,104,6,15,Y,1,,,,4,12,,,30,42,0,0,Unique23_3a,0,Tmpmax_lishi,100,,,,,,,3876,weapon_sword_ancient_angel_new,,RH_002_002,,,,304,4,8,14,,,,1,0,100
9,震山神棒,zhenshanshenbang,23,1426,145,10,-20,Y,24,140,,,4,6,,,50,50,0,0,Unique23_zhenshan,100,,,,,,,,,3887,weapon_sword_ancient_angel_new,,RH_003_002,,,,315,5,4,6,,,Uap%_100u,0,100,0
1,短棒,23_1,23,2075,10,3,10,Y,1,,30,,6,15,,,24,36,0,2,,,,,,,,,,,3873,weapon_sword_ancient_angel_new,,RH_002_002,,,,300,1,10,15,,,,1,0,100
2,短棒,23_2,23,2075,20,3,10,Y,3,,45,,6,15,,,24,36,0,2,,,,,,,,,,,3874,weapon_sword_ancient_angel_new,,RH_003_002,,,,300,1,11,16,,,,1,0,100
3,短棒,23_3,23,2075,30,4,10,Y,5,,60,,6,15,,,24,36,0,2,,,,,,,,,,,3876,weapon_sword_ancient_angel_new,,RH_004_002,,,,300,1,12,17,,,,1,0,100
4,短棒,23_4,23,2075,40,4,10,Y,7,,75,,6,15,,,24,36,0,2,,,,,,,,,,,3878,weapon_sword_ancient_angel_new,,RH_002_002,,,,300,1,13,18,,,,1,0,100
5,短棒,23_5,23,2075,50,5,10,Y,9,,90,,6,15,,,24,36,0,2,,,,,,,,,,,3880,weapon_sword_ancient_angel_new,,RH_003_002,,,,300,1,14,19,,,,1,0,100
6,短棒,23_6,23,2075,60,5,10,Y,11,,105,,6,15,,,24,36,0,2,,,,,,,,,,,3881,weapon_sword_ancient_angel_new,,RH_004_002,,,,300,1,15,20,,,,1,0,100
7,短棒,23_7,23,2075,70,6,10,Y,13,,120,,6,15,,,24,36,0,2,,,,,,,,,,,3883,weapon_sword_ancient_angel_new,,RH_002_002,,,,300,1,16,21,,,,1,0,100
8,短棒,23_8,23,2075,80,6,10,Y,15,,135,,6,15,,,24,36,0,2,,,,,,,,,,,3885,weapon_sword_ancient_angel_new,,RH_003_002,,,,300,1,17,22,,,,1,0,100
9,短棒,23_9,23,2075,90,7,10,Y,17,,150,,6,15,,,24,36,0,2,,,,,,,,,,,3886,weapon_sword_ancient_angel_new,,RH_004_002,,,,300,1,18,23,,,,1,0,100
1,普通铜锤,putongtongchui,24,1441,66,7,-10,N,1,,,,7,13,,,32,40,0,5,Unique24_1a,0,,,,,,,,,3894,weapon_sword_ancient_angel_new,,RH_005_002,,,,317,5,3,7,,,Tstr_50,1,20,25
2,铜瓜武士锤,tongguawushichui,24,1428,119,10,-15,N,6,65,,,15,22,,,36,50,1,5,Unique24_2a,0,Tknockout_25,25,,,,,,,3895,weapon_sword_ancient_angel_new,,RH_006_002,,,,318,3,4,6,,,Tknockout_40,2,20,0
3,铜刺锤,tongcichui,24,1429,140,8,0,N,11,70,70,,2,8,,,32,40,1,4,Unique24_3a,0,Umapx4_30a,5,,,,,,,3896,weapon_sword_ancient_angel_new,,RH_007_002,,,,319,4,16,30,,,Umap4_50,1,25,100
4,铁锤,tiechui,24,1430,231,11,-5,N,16,120,,,21,35,,,30,50,1,5,Unique24_4a,0,,,,,,,,,3897,weapon_sword_ancient_angel_new,,RH_005_002,,,,320,1,4,10,,,Uap_50,1,20,0
5,铁刺锤,tiecichui,24,1431,324,13,-10,N,22,76,112,,5,12,,,36,60,0,5,Unique24_5a,0,Umapx5_30a,8,,,,,,,3898,weapon_sword_ancient_angel_new,,RH_006_002,,,,321,5,25,45,,,Umap5%_30,1,20,100
6,链子锤,lianzichui,24,1432,336,9,15,N,28,80,125,,10,20,,,24,40,1,6,Unique24_6a,0,Tdex_40,15,,,,,,,3899,weapon_sword_ancient_angel_new,,RH_007_002,,,,322,2,10,20,,,Tsr%_40,2,25,50
7,博浪沙锤,bolangshachui,24,1433,530,16,-20,N,33,174,,,40,65,,,48,72,0,6,Unique24_7a,0,,,,,,,,,3900,weapon_sword_ancient_angel_new,,RH_005_002,,,,323,1,2,8,,,Tdeadly_20,1,25,0
8,延维锤,yanweichui,24,1434,632,12,0,N,37,91,147,,4,12,,,44,60,1,5,Unique24_8a,0,Umapx4_30a,10,,,,,,,3901,weapon_sword_ancient_angel_new,,RH_006_002,,,,324,4,27,63,,,Tblind_30,1,30,100
9,尉缭铁锤,weiliaotiechui,24,1435,798,10,10,N,42,128,160,,6,10,,,32,64,0,6,Unique24_9a,0,,,,,,,,,3902,weapon_sword_ancient_angel_new,,RH_007_002,,,,325,3,6,10,,,Tattackspeed_20,3,25,0
1,短锤,24_1,24,2075,10,6,-10,Y,1,40,,,8,16,,,32,40,0,2,,,,,,,,,,,3894,weapon_sword_ancient_angel_new,,RH_005_002,,,,316,1,5,10,,,,1,0,100
2,短锤,24_2,24,2075,20,6,-10,Y,3,62,,,8,17,,,32,40,0,2,,,,,,,,,,,3895,weapon_sword_ancient_angel_new,,RH_006_002,,,,316,1,5,10,,,,1,0,100
3,短锤,24_3,24,2075,30,7,-10,Y,5,84,,,9,18,,,32,40,0,2,,,,,,,,,,,3896,weapon_sword_ancient_angel_new,,RH_007_002,,,,316,1,5,10,,,,1,0,100
4,短锤,24_4,24,2075,40,7,-10,Y,7,106,,,9,19,,,32,40,0,2,,,,,,,,,,,3897,weapon_sword_ancient_angel_new,,RH_005_002,,,,316,1,5,10,,,,1,0,100
5,短锤,24_5,24,2075,50,8,-10,Y,9,128,,,10,20,,,32,40,0,2,,,,,,,,,,,3898,weapon_sword_ancient_angel_new,,RH_006_002,,,,316,1,5,10,,,,1,0,100
6,短锤,24_6,24,2075,60,8,-10,Y,11,150,,,10,21,,,32,40,0,2,,,,,,,,,,,3899,weapon_sword_ancient_angel_new,,RH_007_002,,,,316,1,5,10,,,,1,0,100
7,短锤,24_7,24,2075,70,9,-10,Y,13,172,,,11,22,,,32,40,0,2,,,,,,,,,,,3900,weapon_sword_ancient_angel_new,,RH_005_002,,,,316,1,5,10,,,,1,0,100
8,短锤,24_8,24,2075,80,9,-10,Y,15,194,,,11,23,,,32,40,0,2,,,,,,,,,,,3901,weapon_sword_ancient_angel_new,,RH_006_002,,,,316,1,5,10,,,,1,0,100
9,短锤,24_9,24,2075,90,10,-10,Y,17,216,,,12,24,,,32,40,0,2,,,,,,,,,,,3902,weapon_sword_ancient_angel_new,,RH_007_002,,,,316,1,5,10,,,,1,0,100
1,布帽,bumao,25,1500,33,2,,N,1,,,,,,4,6,6,10,0,4,Unique25_1a,0,Tdex_40,20,,,,,,,3908,weapon_sword_ancient_angel_new,HD_002,HD_005,HD_002,HD_003,HD_001,327,5,,,12,20,Thr_250,1,20,15
2,藤胄,tengzhou,25,1501,108,5,,N,5,35,,35,,,9,18,9,12,0,4,Unique25_2a,0,Thpregen%_40,30,,,,,,,3909,weapon_sword_ancient_angel_new,HD_003,HD_003,HD_003,HD_002,HD_003,328,2,,,32,57,Thpmax_300,1,20,30
3,皮胄,pizhou,25,1503,208,6,,N,9,40,,,,,17,26,8,16,1,4,Unique25_3a,0,,,,,,,,,3910,weapon_sword_ancient_angel_new,HD_001,HD_005,HD_002,HD_003,HD_002,329,3,,,41,82,Tdex_60,2,25,10
4,青铜胄,qingtongzhou,25,1504,385,10,,N,14,60,,86,,,32,45,12,16,0,4,Unique25_4a,0,Tcon_40,20,,,,,,,3911,weapon_sword_ancient_angel_new,HD_005,HD_002,HD_003,HD_002,HD_004,330,4,,,36,54,Tdp_300,1,20,0
5,紫藤胄,zitengzhou,25,1502,405,6,,N,18,72,,,,,24,40,8,12,1,4,Unique25_5a,0,Tmpregen%_60,30,,,,,,,3912,weapon_sword_ancient_angel_new,HD_003,HD_003,HD_002,HD_003,HD_003,331,2,,,95,151,Tmpmax_300,1,25,40
6,铁兜鍪,tiedoumou,25,1505,560,11,,N,22,90,,118,,,45,70,11,15,0,5,Unique25_6a,0,,,,,,,,,3913,weapon_sword_ancient_angel_new,HD_005,HD_004,HD_003,HD_002,HD_004,332,1,,,61,90,Tstr_60,2,20,0
7,凤翅盔,fengchikui,25,1506,884,8,,N,28,112,,80,,,48,65,9,15,1,5,Unique25_7a,0,,,,,,,,,3914,weapon_sword_ancient_angel_new,HD_002,HD_003,HD_002,HD_003,HD_002,333,4,,,97,185,Twis_60,2,25,70
8,兽首盔,shoushoukui,25,1507,1134,14,,N,34,166,,130,,,60,94,14,20,0,5,Unique25_8a,0,,,,,,,,,3915,weapon_sword_ancient_angel_new,HD_001,HD_002,HD_003,HD_002,HD_003,334,5,,,76,142,Thpsteal_7,2,20,25
9,天雷盔,tianleikui,25,1528,1431,12,,N,41,120,,164,,,27,42,10,16,1,4,Unique25_8a,0,U5mdp_300,100,,,,,,,3916,weapon_sword_ancient_angel_new,HD_005,HD_004,HD_002,HD_003,HD_004,335,1,,,78,120,Tmapreduce_20,1,20,0
9,属性测试,test25_1,25,1500,100,0,,Y,1,,,,,,100,100,100,100,0,0,Unique25_9a,0,Tstr_80u,100,,,,,,,3908,weapon_sword_ancient_angel_new,HD_009,HD_004,HD_001,HD_002,HD_001,326,1,,,100,100,Tstr_80u,1,100,
9,属性测试2,test25_2,25,1500,100,0,,Y,1,70,,,,,100,100,100,100,0,0,Unique25_9a,0,,,,,,,,,3908,weapon_sword_ancient_angel_new,HD_009,HD_004,HD_001,HD_002,HD_001,326,1,,,100,100,,1,100,
9,SR%测试,test25_3,25,1500,100,0,,Y,1,,,,,,100,100,100,100,0,0,Unique25_9a,0,Utestsr%,100,,,,,,,3908,weapon_sword_ancient_angel_new,HD_009,HD_004,HD_001,HD_002,HD_001,326,1,,,100,100,Ttestsr%,1,100,
9,打击恢复测试,test25_4,25,1500,100,0,,Y,1,,,,,,100,100,100,100,0,0,Unique25_9a,0,Utestironskin,100,,,,,,,3908,weapon_sword_ancient_angel_new,HD_009,HD_004,HD_001,HD_002,HD_001,326,1,,,100,100,,1,100,
9,五行攻击测试,test25_5,25,1500,100,0,,Y,1,,,,,,100,100,100,100,0,0,Unique25_9a,0,Utest5x,100,,,,,,,3908,weapon_sword_ancient_angel_new,HD_009,HD_004,HD_001,HD_002,HD_001,326,1,,,100,100,,1,100,
9,新属性测试,test25_6,25,1500,100,0,,Y,1,180,,,,,100,100,100,100,0,0,Unique25_9a,0,Tstr_80u,100,,,,,,,3908,weapon_sword_ancient_angel_new,HD_009,HD_004,HD_001,HD_002,HD_001,326,1,,,100,100,Tstr_80u,1,100,
9,金龙盔,jinlongkui,25,1508,560,6,,Y,22,120,,90,,,35,35,15,15,0,0,Unique25_jinlong,100,,,,,,,,,3916,weapon_sword_ancient_angel_new,HD_005,HD_004,HD_003,HD_002,HD_004,336,1,,,40,40,Tdp%_20u,1,100,0
1,头盔,25_1,25,2075,10,1,,Y,1,25,,20,,,3,5,10,15,0,2,,,,,,,,,,,3908,weapon_sword_ancient_angel_new,HD_002,HD_005,HD_002,HD_003,HD_001,326,1,,,10,15,,1,0,100
2,头盔,25_2,25,2075,20,2,,Y,5,35,,28,,,6,10,10,15,0,2,,,,,,,,,,,3909,weapon_sword_ancient_angel_new,HD_003,HD_003,HD_003,HD_002,HD_003,326,1,,,17,25,,1,0,100
3,头盔,25_3,25,2075,30,3,,Y,9,45,,36,,,9,15,10,15,0,2,,,,,,,,,,,3910,weapon_sword_ancient_angel_new,HD_001,HD_005,HD_002,HD_003,HD_002,326,1,,,24,35,,1,0,100
4,头盔,25_4,25,2075,40,4,,Y,13,55,,44,,,12,20,10,15,0,2,,,,,,,,,,,3911,weapon_sword_ancient_angel_new,HD_005,HD_002,HD_003,HD_002,HD_004,326,1,,,31,45,,1,0,100
5,头盔,25_5,25,2075,50,5,,Y,17,65,,52,,,15,25,10,15,0,2,,,,,,,,,,,3912,weapon_sword_ancient_angel_new,HD_003,HD_003,HD_002,HD_003,HD_003,326,1,,,38,55,,1,0,100
6,头盔,25_6,25,2075,60,6,,Y,21,75,,60,,,18,30,10,15,0,2,,,,,,,,,,,3913,weapon_sword_ancient_angel_new,HD_005,HD_004,HD_003,HD_002,HD_004,326,1,,,45,65,,1,0,100
7,头盔,25_7,25,2075,70,7,,Y,25,85,,68,,,21,35,10,15,0,2,,,,,,,,,,,3914,weapon_sword_ancient_angel_new,HD_002,HD_003,HD_002,HD_003,HD_002,326,1,,,52,75,,1,0,100
8,头盔,25_8,25,2075,80,8,,Y,29,95,,76,,,24,40,10,15,0,2,,,,,,,,,,,3915,weapon_sword_ancient_angel_new,HD_001,HD_002,HD_003,HD_002,HD_003,326,1,,,59,85,,1,0,100
9,头盔,25_9,25,2075,90,9,,Y,33,105,,84,,,27,45,10,15,0,2,,,,,,,,,,,3916,weapon_sword_ancient_angel_new,HD_005,HD_004,HD_002,HD_003,HD_004,326,1,,,66,95,,1,0,100
1,布衣,buyi,26,1509,88,4,,N,1,,,,,,10,18,10,14,0,5,Unique26_1a,0,Tdex_50,30,,,,,,,3924,weapon_sword_ancient_angel_new,CA_009*TK_009*LA_009*RA_009*LE_009*RE_009,CA_001*TK_001*LA_001*RA_001*LE_001*RE_001,CA_001*TK_001*LA_001*RA_001*LE_001*RE_001,CA_001*TK_001*LA_000*RA_000*LE_000*RE_000,CA_001*LA_001*LE_000*RA_001*RE_000*TK_001,338,5,,,19,30,Tmovespeed_30,1,20,10
2,普通兵服,putongbingfu,26,1532,252,7,,N,4,32,,,,,24,32,10,20,1,5,Unique26_2a,0,Thr_200,30,,,,,,,3925,weapon_sword_ancient_angel_new,CA_009*TK_001*LA_009*RA_009*LE_009*RE_009,CA_001*TK_002*LA_001*RA_001*LE_001*RE_001,CA_001*TK_001*LA_002*RA_002*LE_002*RE_002,CA_002*TK_001*LA_002*RA_002*LE_002*RE_002,CA_001*LA_001*LE_000*RA_001*RE_000*TK_001,339,3,,,40,64,Thr_400,2,25,30
2,藤甲,tengjia,26,1510,324,9,,N,6,45,,40,,,30,48,14,20,0,5,Unique26_2b,0,Thpregen%_60,30,,,,,,,3926,weapon_sword_ancient_angel_new,CA_009*TK_001*LA_001*RA_001*LE_009*RE_009,CA_001*TK_002*LA_001*RA_001*LE_002*RE_002,CA_002*TK_002*LA_001*RA_001*LE_001*RE_001,CA_002*TK_001*LA_003*RA_003*LE_003*RE_003,CA_001*LA_001*LE_000*RA_001*RE_000*TK_002,340,2,,,38,50,Thpmax_300,1,20,20
3,普通铜甲,putongtongjia,26,1513,520,14,,N,10,70,,75,,,64,92,18,24,0,5,Unique26_3a,0,Tdp_200,10,,,,,,,3927,weapon_sword_ancient_angel_new,CA_001*TK_002*LA_001*RA_001*LE_009*RE_009,CA_003*TK_003*LA_002*RA_002*LE_002*RE_002,CA_002*TK_003*LA_001*RA_001*LE_002*RE_002,CA_001*TK_002*LA_002*RA_002*LE_002*RE_002,CA_001*LA_001*LE_002*RA_001*RE_002*TK_003,341,4,,,52,97,Tcon_80,2,20,0
4,皮棉甲,pimianjia,26,1511,560,10,,N,14,45,,,,,55,70,12,16,0,5,Unique26_4a,0,Thr_200,10,Tsr_400,10,,,,,3928,weapon_sword_ancient_angel_new,CA_001*TK_001*LA_001*RA_001*LE_009*RE_009,CA_002*TK_002*LA_002*RA_002*LE_001*RE_001,CA_002*TK_002*LA_001*RA_001*LE_001*RE_001,CA_002*TK_002*LA_002*RA_002*LE_002*RE_002,CA_002*LA_002*LE_002*RA_002*RE_002*TK_002,342,2,,,98,156,Tdex_80,2,25,20
4,普通铁甲,putongtiejia,26,1514,770,15,,N,16,105,,90,,,73,115,16,24,1,5,Unique26_4b,0,Thpmax_200,20,,,,,,,3929,weapon_sword_ancient_angel_new,CA_001*TK_003*LA_001*RA_001*LE_009*RE_009,CA_003*TK_003*LA_003*RA_003*LE_002*RE_002,CA_002*TK_003*LA_002*RA_002*LE_002*RE_002,CA_002*TK_002*LA_002*RA_002*LE_002*RE_002,CA_001*LA_002*LE_002*RA_002*RE_002*TK_003,343,1,,,75,115,Tstr_80,1,20,20
5,青铜战甲,qingtongzhanjia,26,1515,990,17,,N,19,115,,110,,,93,142,14,18,0,5,Unique26_5a,0,,,,,,,,,3930,weapon_sword_ancient_angel_new,CA_002*TK_002*LA_001*RA_001*LE_009*RE_009,CA_003*TK_003*LA_002*RA_002*LE_002*RE_002,CA_002*TK_003*LA_002*RA_002*LE_003*RE_003,CA_001*TK_002*LA_003*RA_003*LE_002*RE_002,CA_001*LA_003*LE_002*RA_003*RE_002*TK_003,344,4,,,38,76,Tdp_400,1,20,0
6,犀甲,xijia,26,1512,1008,12,,N,24,66,,,,,70,86,15,24,0,6,Unique26_6a,0,Tdex_60,30,,,,,,,3931,weapon_sword_ancient_angel_new,CA_001*TK_001*LA_001*RA_001*LE_002*RE_002,CA_002*TK_002*LA_003*RA_003*LE_002*RE_002,CA_002*TK_002*LA_001*RA_001*LE_001*RE_001,CA_003*TK_003*LA_003*RA_003*LE_003*RE_003,CA_002*LA_002*LE_003*RA_002*RE_003*TK_002,345,5,,,70,140,Tdp%_50,2,20,0
6,札甲,zhajia,26,1516,1360,16,,N,27,145,,98,,,97,124,20,25,0,5,Unique26_6b,0,,,,,,,,,3932,weapon_sword_ancient_angel_new,CA_001*TK_001*LA_001*RA_001*LE_001*RE_001,CA_003*TK_003*LA_003*RA_003*LE_002*RE_002,CA_002*TK_003*LA_003*RA_003*LE_003*RE_003,CA_003*TK_002*LA_002*RA_002*LE_002*RE_002,CA_002*LA_001*LE_002*RA_001*RE_002*TK_003,346,2,,,135,252,Tironskin_80,2,25,20
7,金丝锁子甲,jinsisuozijia,26,1518,2430,21,,N,38,188,,160,,,144,192,20,24,0,6,Unique26_8b,0,,,,,,,,,3935,weapon_sword_ancient_angel_new,CA_002*TK_002*LA_003*RA_003*LE_002*RE_002,CA_003*TK_003*LA_003*RA_003*LE_003*RE_003,CA_003*TK_003*LA_002*RA_002*LE_003*RE_003,CA_002*TK_003*LA_003*RA_003*LE_003*RE_003,CA_003*LA_002*LE_002*RA_002*RE_002*TK_003,349,1,,,90,153,Tdp%_40,1,20,0
8,连环锁子甲,lianhuansuozijia,26,1533,1344,18,,N,31,170,,144,,,115,155,20,28,1,6,Unique26_7a,0,Tstr_50,25,Tcon_50,25,Tdex_50,25,Twis_50,25,3933,weapon_sword_ancient_angel_new,CA_003*TK_002*LA_002*RA_002*LE_001*RE_001,CA_003*TK_003*LA_003*RA_003*LE_002*RE_002,CA_003*TK_003*LA_001*RA_001*LE_001*RE_001,CA_002*TK_002*LA_003*RA_003*LE_002*RE_002,CA_003*LA_002*LE_002*RA_002*RE_002*TK_003,347,1,,,150,211,Thpmax%_20,3,20,0
8,鱼鳞甲,yulinjia,26,1517,1768,20,,N,34,225,,185,,,171,205,18,24,1,5,Unique26_8a,0,,,,,,,,,3934,weapon_sword_ancient_angel_new,CA_002*TK_002*LA_002*RA_002*LE_003*RE_003,CA_003*TK_003*LA_003*RA_003*LE_002*RE_002,CA_003*TK_003*LA_002*RA_002*LE_002*RE_002,CA_003*TK_002*LA_002*RA_002*LE_002*RE_002,CA_003*LA_003*LE_002*RA_003*RE_002*TK_003,348,3,,,63,126,Tapreduce_30,1,20,10
9,神兵甲,shenbingjia1,26,1536,3420,24,,N,42,204,,146,,,74,102,21,30,1,4,Unique26_9a,0,Tmdp2_400,15,,,,,,,3936,weapon_sword_ancient_angel_new,CA_002*TK_003*LA_003*RA_003*LE_001*RE_001,CA_003*TK_003*LA_003*RA_003*LE_003*RE_003,CA_003*TK_003*LA_002*RA_002*LE_003*RE_003,CA_003*TK_003*LA_002*RA_002*LE_003*RE_003,CA_003*LA_002*LE_003*RA_002*RE_003*TK_003,350,1,,,244,340,Tmapreduce_30,1,20,100
9,神兵甲,shenbingjia2,26,1536,3420,24,,N,42,204,,146,,,74,102,21,30,1,4,Unique26_9a,0,Tmdp5_400,15,,,,,,,3936,weapon_sword_ancient_angel_new,CA_002*TK_003*LA_003*RA_003*LE_001*RE_001,CA_003*TK_003*LA_003*RA_003*LE_003*RE_003,CA_003*TK_003*LA_002*RA_002*LE_003*RE_003,CA_003*TK_003*LA_002*RA_002*LE_003*RE_003,CA_003*LA_002*LE_003*RA_002*RE_003*TK_003,350,2,,,244,340,Tmapreduce_30,1,20,100
9,神兵甲,shenbingjia3,26,1536,3420,24,,N,42,204,,146,,,74,102,21,30,1,4,Unique26_9a,0,Tmdp4_400,15,,,,,,,3936,weapon_sword_ancient_angel_new,CA_002*TK_003*LA_003*RA_003*LE_001*RE_001,CA_003*TK_003*LA_003*RA_003*LE_003*RE_003,CA_003*TK_003*LA_002*RA_002*LE_003*RE_003,CA_003*TK_003*LA_002*RA_002*LE_003*RE_003,CA_003*LA_002*LE_003*RA_002*RE_003*TK_003,350,3,,,244,340,Tmapreduce_30,1,20,100
9,神兵甲,shenbingjia4,26,1536,3420,24,,N,42,204,,146,,,74,102,21,30,1,4,Unique26_9a,0,Tmdp1_400,15,,,,,,,3936,weapon_sword_ancient_angel_new,CA_002*TK_003*LA_003*RA_003*LE_001*RE_001,CA_003*TK_003*LA_003*RA_003*LE_003*RE_003,CA_003*TK_003*LA_002*RA_002*LE_003*RE_003,CA_003*TK_003*LA_002*RA_002*LE_003*RE_003,CA_003*LA_002*LE_003*RA_002*RE_003*TK_003,350,4,,,244,340,Tmapreduce_30,1,20,100
9,神兵甲,shenbingjia5,26,1536,3420,24,,N,42,204,,146,,,74,102,21,30,1,4,Unique26_9a,0,Tmdp3_400,15,,,,,,,3936,weapon_sword_ancient_angel_new,CA_002*TK_003*LA_003*RA_003*LE_001*RE_001,CA_003*TK_003*LA_003*RA_003*LE_003*RE_003,CA_003*TK_003*LA_002*RA_002*LE_003*RE_003,CA_003*TK_003*LA_002*RA_002*LE_003*RE_003,CA_003*LA_002*LE_003*RA_002*RE_003*TK_003,350,5,,,244,340,Tmapreduce_30,1,20,100
1,布衣,buyi1,26,1509,88,4,,Y,1,,,,,,10,18,10,14,0,0,Unique26_1a,0,,,,,,,,,3924,weapon_sword_ancient_angel_new,CA_009*TK_009*LA_009*RA_009*LE_009*RE_009,CA_001*TK_001*LA_001*RA_001*LE_001*RE_001,CA_001*TK_001*LA_002*RA_002*LE_002*RE_002,CA_003*TK_002*LA_002*RA_002*LE_003*RE_002,CA_001*LA_001*LE_000*RA_001*RE_000*TK_001,338,,,,,,,1,0,0
